"age" "workclass" "education_num" "marital_status" "occupation" "race" "sex" "hours_per_week" "income"
24 " Other/Unknown" 13 " Divorced" " Other/Unknown" " White" " Female" 40 36.6
23 " Private" 10 " Single" " White-Collar" " Other" " Male" 24 41.08
49 " Private" 9 " Married" " Sales" " White" " Male" 65 57.5
18 " Private" 9 " Single" " Service" " White" " Male" 25 50.01
20 " Private" 8 " Single" " Blue-Collar" " White" " Male" 40 50.49
54 " Private" 14 " Married" " Sales" " White" " Male" 55 58.37
19 " Private" 10 " Single" " White-Collar" " White" " Male" 40 53.51
53 " Private" 9 " Married" " Blue-Collar" " White" " Male" 46 54.75
34 " Other/Unknown" 8 " Separated" " Other/Unknown" " Black" " Female" 40 38.59
28 " Private" 9 " Single" " Blue-Collar" " White" " Male" 40 53.44
35 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 54.58
20 " Private" 10 " Single" " Sales" " White" " Female" 20 36.57
31 " Private" 10 " Divorced" " White-Collar" " White" " Female" 50 45.08
37 " Private" 16 " Separated" " Professional" " White" " Female" 40 37.74
64 " Private" 8 " Married" " Blue-Collar" " White" " Male" 40 57.63
42 " Private" 10 " Married" " Service" " White" " Male" 40 51.94
27 " Private" 10 " Divorced" " Sales" " White" " Male" 50 48.92
36 " Self-Employed" 10 " Single" " Service" " White" " Female" 50 35.72
36 " Private" 10 " Married" " Blue-Collar" " White" " Male" 40 52.89
23 " Private" 9 " Single" " Blue-Collar" " Black" " Male" 40 46.2
46 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 55.66
24 " Private" 7 " Single" " Blue-Collar" " Black" " Male" 35 43.06
22 " Private" 9 " Single" " White-Collar" " White" " Female" 40 48.89
62 " Private" 13 " Married" " White-Collar" " White" " Male" 40 58.2
19 " Private" 9 " Single" " Service" " White" " Male" 40 45.46
20 " Private" 9 " Single" " Service" " White" " Male" 30 45.47
47 " Private" 14 " Married" " White-Collar" " Asian-Pac-Islander" " Male" 40 45.61
57 " Private" 9 " Single" " White-Collar" " White" " Female" 40 42.12
19 " Private" 9 " Single" " Blue-Collar" " White" " Male" 35 50.41
37 " Government" 14 " Married" " Professional" " White" " Female" 45 49.39
35 " Self-Employed" 9 " Married" " Sales" " White" " Male" 65 51.73
17 " Private" 8 " Single" " Sales" " White" " Female" 20 33.28
36 " Government" 10 " Divorced" " White-Collar" " White" " Female" 35 48.54
50 " Private" 10 " Married" " Blue-Collar" " White" " Male" 40 53.31
35 " Private" 9 " Married" " Professional" " White" " Female" 35 40.39
27 " Government" 16 " Single" " Professional" " White" " Male" 77 56.08
28 " Private" 9 " Married" " Blue-Collar" " White" " Male" 30 53.45
29 " Self-Employed" 15 " Divorced" " Professional" " White" " Male" 60 52.07
25 " Private" 9 " Separated" " Blue-Collar" " Black" " Male" 40 44.87
47 " Self-Employed" 12 " Widowed" " White-Collar" " White" " Female" 67 44.66
29 " Government" 14 " Married" " Professional" " White" " Female" 45 48.64
19 " Private" 9 " Single" " White-Collar" " White" " Female" 40 45
49 " Private" 10 " Married" " Blue-Collar" " White" " Male" 40 54.14
31 " Private" 15 " Married" " Professional" " White" " Male" 25 51.96
43 " Government" 12 " Married" " Professional" " Black" " Female" 40 47.19
56 " Self-Employed" 7 " Married" " Blue-Collar" " White" " Male" 40 52.52
42 " Private" 9 " Divorced" " Blue-Collar" " White" " Female" 40 40.32
45 " Government" 10 " Married" " Professional" " White" " Male" 56 59.33
40 " Private" 13 " Widowed" " White-Collar" " White" " Female" 40 44.7
44 " Private" 10 " Divorced" " White-Collar" " White" " Female" 38 44.61
17 " Other/Unknown" 6 " Single" " Other/Unknown" " White" " Female" 20 32.7
36 " Private" 9 " Divorced" " White-Collar" " White" " Female" 40 46.52
19 " Private" 10 " Single" " Sales" " White" " Female" 20 34.15
53 " Government" 9 " Married" " White-Collar" " White" " Female" 40 52.21
72 " Self-Employed" 10 " Married" " Blue-Collar" " White" " Male" 35 50.87
46 " Private" 11 " Married" " Blue-Collar" " Amer-Indian-Eskimo" " Male" 60 46.76
33 " Private" 10 " Separated" " Professional" " White" " Female" 37 38.24
22 " Private" 5 " Single" " Blue-Collar" " Asian-Pac-Islander" " Male" 40 38.05
17 " Other/Unknown" 7 " Single" " Other/Unknown" " White" " Female" 25 30.49
41 " Private" 9 " Married" " Service" " White" " Male" 45 49.77
46 " Private" 5 " Married" " Blue-Collar" " White" " Male" 43 57.18
33 " Private" 9 " Single" " Sales" " White" " Female" 20 38.88
32 " Private" 1 " Married" " Blue-Collar" " White" " Male" 40 53.26
52 " Self-Employed" 9 " Divorced" " Blue-Collar" " White" " Male" 40 52.96
27 " Private" 9 " Single" " White-Collar" " White" " Female" 40 43.87
48 " Government" 9 " Married" " Service" " White" " Male" 72 55.76
22 " Private" 10 " Single" " White-Collar" " White" " Female" 35 45.49
25 " Private" 9 " Divorced" " Service" " White" " Male" 50 53.29
60 " Other/Unknown" 9 " Married" " Other/Unknown" " White" " Male" 42 48.5
38 " Private" 11 " Married" " Sales" " White" " Male" 40 51.3
37 " Private" 9 " Married" " Blue-Collar" " White" " Male" 50 57.67
49 " Private" 10 " Divorced" " White-Collar" " White" " Female" 40 44.15
40 " Self-Employed" 13 " Married" " Blue-Collar" " White" " Male" 30 53.15
48 " Private" 9 " Married" " Blue-Collar" " White" " Male" 46 57.94
31 " Private" 10 " Single" " White-Collar" " Black" " Female" 40 43.68
40 " Self-Employed" 9 " Married" " Service" " White" " Male" 45 49.1
25 " Private" 9 " Divorced" " Sales" " White" " Female" 37 41.14
68 " Private" 13 " Married" " White-Collar" " White" " Male" 45 58.01
18 " Other/Unknown" 9 " Single" " Other/Unknown" " Black" " Female" 20 33.67
19 " Private" 8 " Single" " Blue-Collar" " White" " Female" 30 40.21
35 " Self-Employed" 9 " Single" " Blue-Collar" " White" " Male" 60 48.01
28 " Private" 9 " Divorced" " White-Collar" " White" " Female" 50 42.85
53 " Private" 9 " Divorced" " Sales" " White" " Female" 40 39.65
33 " Private" 10 " Married" " Blue-Collar" " White" " Male" 41 52.01
20 " Private" 9 " Single" " Blue-Collar" " White" " Male" 40 49.03
45 " Self-Employed" 13 " Single" " Sales" " White" " Female" 35 33.31
36 " Private" 13 " Married" " White-Collar" " White" " Male" 50 61.29
34 " Private" 10 " Married" " White-Collar" " White" " Male" 45 58.98
32 " Private" 10 " Single" " White-Collar" " White" " Female" 40 41.68
19 " Private" 10 " Single" " Blue-Collar" " White" " Male" 25 52.71
24 " Private" 9 " Single" " White-Collar" " White" " Female" 40 46.42
34 " Private" 10 " Married" " Blue-Collar" " White" " Male" 40 57.3
32 " Private" 9 " Single" " White-Collar" " White" " Female" 35 45.23
37 " Private" 9 " Married" " Blue-Collar" " White" " Male" 45 54.86
31 " Private" 10 " Separated" " Sales" " White" " Female" 40 37.22
21 " Private" 10 " Single" " Service" " White" " Female" 35 42.43
47 " Private" 9 " Married" " Blue-Collar" " White" " Male" 85 55.75
23 " Private" 10 " Married" " Blue-Collar" " White" " Male" 40 58.31
33 " Private" 14 " Married" " White-Collar" " White" " Male" 40 60.53
60 " Other/Unknown" 13 " Married" " Other/Unknown" " Asian-Pac-Islander" " Male" 25 40.88
17 " Private" 9 " Single" " White-Collar" " White" " Male" 20 49.64
67 " Private" 9 " Married" " Blue-Collar" " White" " Male" 24 50.04
57 " Private" 14 " Married" " Professional" " White" " Male" 55 56.93
17 " Private" 7 " Single" " Blue-Collar" " White" " Male" 20 47.84
53 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 56.46
25 " Self-Employed" 10 " Married" " Blue-Collar" " White" " Male" 50 48.78
24 " Government" 9 " Married" " Blue-Collar" " White" " Male" 49 61.39
48 " Self-Employed" 10 " Married" " Blue-Collar" " White" " Male" 40 55.31
51 " Private" 14 " Married" " White-Collar" " White" " Male" 47 56.15
38 " Private" 9 " Separated" " Service" " Black" " Male" 40 38.31
51 " Private" 9 " Married" " Professional" " White" " Male" 46 51.31
18 " Private" 9 " Single" " Service" " White" " Female" 10 41.03
23 " Private" 10 " Separated" " Sales" " White" " Female" 40 35.39
42 " Private" 10 " Married" " Blue-Collar" " White" " Male" 60 56.05
34 " Private" 9 " Separated" " Service" " White" " Female" 35 39.4
39 " Private" 9 " Single" " Blue-Collar" " White" " Male" 40 50.49
20 " Other/Unknown" 9 " Single" " Other/Unknown" " White" " Male" 12 46.97
39 " Private" 10 " Single" " Service" " Black" " Female" 40 38.52
21 " Self-Employed" 10 " Single" " Blue-Collar" " White" " Male" 40 45.25
26 " Private" 4 " Single" " Blue-Collar" " White" " Male" 40 52.01
54 " Government" 10 " Married" " Blue-Collar" " White" " Male" 40 62.09
34 " Private" 10 " Divorced" " Sales" " White" " Female" 40 38.85
32 " Government" 9 " Single" " Blue-Collar" " White" " Male" 40 53.76
59 " Self-Employed" 4 " Married" " Blue-Collar" " White" " Male" 40 49.94
24 " Other/Unknown" 7 " Married" " Other/Unknown" " Other" " Female" 24 28.92
54 " Private" 13 " Widowed" " Sales" " White" " Female" 40 40.87
54 " Private" 13 " Married" " White-Collar" " White" " Male" 40 60.13
67 " Private" 9 " Widowed" " Sales" " White" " Female" 18 39.36
33 " Private" 9 " Married" " Professional" " White" " Male" 60 51.95
37 " Private" 9 " Married" " White-Collar" " White" " Female" 40 46.5
47 " Private" 13 " Divorced" " Service" " White" " Female" 25 38.02
51 " Private" 9 " Divorced" " Service" " White" " Female" 40 38.98
45 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 55.35
19 " Private" 9 " Single" " Service" " White" " Female" 30 37.83
58 " Self-Employed" 16 " Married" " Professional" " White" " Male" 24 52.73
27 " Private" 9 " Single" " Blue-Collar" " Black" " Male" 40 45.71
36 " Private" 10 " Single" " Service" " White" " Female" 40 40.93
20 " Other/Unknown" 12 " Single" " Other/Unknown" " White" " Male" 40 45.02
51 " Private" 9 " Single" " White-Collar" " White" " Female" 40 41.21
45 " Self-Employed" 14 " Single" " Professional" " White" " Female" 60 34.55
32 " Private" 9 " Divorced" " White-Collar" " White" " Male" 40 54.26
59 " Private" 9 " Divorced" " Service" " Black" " Female" 40 36.71
45 " Self-Employed" 13 " Married" " Professional" " White" " Male" 40 55.5
43 " Other/Unknown" 9 " Married" " Other/Unknown" " White" " Male" 40 50.18
54 " Private" 6 " Divorced" " Professional" " White" " Male" 68 47.14
20 " Other/Unknown" 10 " Single" " Other/Unknown" " White" " Female" 32 35.13
29 " Government" 13 " Single" " Professional" " Black" " Female" 42 49.63
28 " Private" 7 " Single" " Service" " Black" " Female" 40 36.62
18 " Self-Employed" 7 " Single" " Sales" " White" " Female" 40 35.38
49 " Private" 13 " Divorced" " Professional" " White" " Female" 50 42.8
46 " Private" 9 " Divorced" " Blue-Collar" " White" " Male" 30 54.79
58 " Other/Unknown" 9 " Married" " Other/Unknown" " Black" " Male" 30 39.8
56 " Private" 13 " Single" " Professional" " White" " Female" 45 43.11
41 " Private" 12 " Divorced" " White-Collar" " Black" " Female" 50 44.6
50 " Self-Employed" 15 " Married" " Professional" " White" " Male" 60 54.44
74 " Self-Employed" 10 " Married" " Professional" " White" " Male" 35 54.92
30 " Private" 9 " Married" " White-Collar" " White" " Male" 40 60.04
62 " Private" 9 " Widowed" " Blue-Collar" " Black" " Female" 40 43.33
19 " Private" 9 " Single" " Blue-Collar" " White" " Female" 40 39.39
29 " Private" 9 " Married" " White-Collar" " Black" " Female" 40 45.29
20 " Other/Unknown" 10 " Single" " Other/Unknown" " Black" " Female" 40 34.48
36 " Private" 4 " Married" " Blue-Collar" " White" " Male" 35 55.08
36 " Private" 9 " Single" " Service" " White" " Male" 40 46.28
51 " Government" 12 " Married" " White-Collar" " White" " Female" 30 49.6
37 " Self-Employed" 10 " Married" " White-Collar" " White" " Male" 50 56.77
29 " Self-Employed" 9 " Married" " Blue-Collar" " White" " Male" 40 52.79
17 " Private" 6 " Single" " Blue-Collar" " White" " Male" 20 47.2
18 " Private" 9 " Single" " White-Collar" " White" " Female" 20 42.74
40 " Self-Employed" 13 " Single" " Professional" " White" " Male" 40 51.19
26 " Self-Employed" 13 " Single" " White-Collar" " White" " Female" 40 41.89
42 " Self-Employed" 10 " Married" " Blue-Collar" " White" " Male" 45 53.67
32 " Private" 9 " Divorced" " Blue-Collar" " White" " Male" 40 47.47
33 " Private" 5 " Married" " Blue-Collar" " White" " Male" 40 52
28 " Other/Unknown" 10 " Single" " Other/Unknown" " White" " Female" 40 35.4
43 " Private" 13 " Married" " Blue-Collar" " White" " Male" 40 56.79
47 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 55.4
37 " Private" 10 " Single" " Service" " Black" " Female" 40 36.98
73 " Other/Unknown" 13 " Married" " Other/Unknown" " White" " Male" 10 51.87
37 " Private" 9 " Married" " Service" " White" " Male" 30 56.36
50 " Private" 10 " Married" " White-Collar" " White" " Female" 35 49.1
19 " Private" 9 " Single" " Sales" " White" " Male" 50 48.95
32 " Government" 10 " Married" " Service" " White" " Male" 40 59.5
44 " Government" 11 " Divorced" " Service" " Asian-Pac-Islander" " Male" 40 45.12
20 " Private" 10 " Single" " Service" " White" " Female" 16 35.59
29 " Private" 10 " Single" " Service" " White" " Female" 40 40.7
21 " Other/Unknown" 10 " Single" " Other/Unknown" " White" " Female" 40 32.56
34 " Private" 11 " Single" " Professional" " White" " Female" 40 39.39
44 " Government" 13 " Married" " White-Collar" " White" " Male" 52 63.83
18 " Private" 7 " Single" " Service" " White" " Female" 20 34.53
22 " Private" 10 " Single" " Service" " White" " Female" 40 34.9
39 " Government" 16 " Divorced" " Professional" " White" " Female" 40 48.62
26 " Government" 10 " Single" " Service" " White" " Male" 40 49.73
29 " Other/Unknown" 13 " Married" " Other/Unknown" " White" " Male" 25 49.59
21 " Private" 10 " Single" " Service" " White" " Male" 40 48.08
49 " Government" 13 " Married" " Professional" " White" " Male" 50 55.31
24 " Private" 12 " Single" " Blue-Collar" " White" " Male" 20 48.97
26 " Private" 13 " Single" " White-Collar" " White" " Male" 60 52.98
25 " Private" 10 " Single" " Service" " White" " Male" 60 46.81
30 " Private" 12 " Married" " Professional" " White" " Male" 40 54.4
52 " Private" 13 " Married" " Professional" " White" " Male" 38 52.52
30 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 55.5
20 " Private" 9 " Single" " White-Collar" " White" " Male" 40 55.39
31 " Private" 9 " Divorced" " Blue-Collar" " White" " Male" 40 49.59
44 " Private" 13 " Married" " White-Collar" " White" " Male" 40 55.19
46 " Self-Employed" 10 " Married" " Sales" " White" " Male" 60 49.96
31 " Private" 9 " Single" " Blue-Collar" " White" " Female" 40 41.17
57 " Private" 4 " Widowed" " Service" " White" " Female" 10 38.08
58 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 55.61
41 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 49.84
23 " Private" 9 " Single" " White-Collar" " White" " Female" 40 39.21
47 " Private" 9 " Divorced" " Service" " White" " Female" 40 38.84
72 " Self-Employed" 15 " Married" " Professional" " White" " Male" 28 54.41
26 " Self-Employed" 13 " Divorced" " White-Collar" " White" " Male" 38 53.52
45 " Government" 10 " Single" " White-Collar" " White" " Male" 40 55.03
48 " Private" 15 " Married" " White-Collar" " White" " Male" 50 58.37
23 " Private" 10 " Single" " Blue-Collar" " White" " Male" 40 51.09
20 " Government" 9 " Single" " Service" " Black" " Female" 40 41.12
18 " Private" 7 " Single" " Service" " White" " Male" 15 48.67
27 " Private" 13 " Single" " White-Collar" " White" " Female" 40 43.49
25 " Private" 9 " Single" " Blue-Collar" " White" " Male" 35 49.48
45 " Private" 9 " Single" " Service" " Black" " Female" 30 38.08
53 " Private" 10 " Single" " White-Collar" " Black" " Female" 40 41.95
54 " Private" 10 " Married" " Blue-Collar" " White" " Male" 45 50.29
41 " Private" 9 " Married" " Sales" " White" " Male" 40 52.19
23 " Private" 5 " Single" " Blue-Collar" " White" " Male" 35 49.19
17 " Private" 6 " Single" " Service" " White" " Male" 18 45.01
42 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 55.75
61 " Private" 8 " Married" " Professional" " White" " Male" 40 51.06
57 " Private" 10 " Widowed" " White-Collar" " White" " Female" 38 44.15
21 " Government" 10 " Single" " Blue-Collar" " White" " Male" 35 55.29
44 " Private" 10 " Married" " Sales" " White" " Male" 40 51.54
48 " Private" 12 " Divorced" " Service" " White" " Male" 44 49.25
46 " Private" 15 " Divorced" " Blue-Collar" " White" " Male" 48 54.42
37 " Self-Employed" 9 " Single" " Blue-Collar" " White" " Male" 86 50.09
35 " Private" 9 " Single" " White-Collar" " White" " Female" 54 44.22
27 " Government" 13 " Single" " Blue-Collar" " White" " Female" 40 47.67
28 " Private" 10 " Single" " Sales" " Other" " Male" 40 37.02
19 " Private" 9 " Single" " Blue-Collar" " White" " Male" 10 46.58
